,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.486054434000235,-0.6609342334502674,-0.18764453655328064,0.819262252060371,-0.7652144860216296,-0.16047483294732015,-0.25646073214322074,0.05358164408441973,-0.5414038343446611,0.3189299983363506,0.3419032252881927,-0.03728241137979488,-0.794347356616077,-0.06851819497465217,0.08950424302274418,-0.15302986874091393,0.4390366360532718,-0.1533315305166326,-0.16603782101199757,0.10131230479495065
1,-0.2103815322845038,-0.6564300793981521,0.49029607125655034,1.2266931002903847,-0.5629471734334842,0.39962704056416654,-0.2504552144640541,0.15946690968103963,-0.34783726798169745,-0.09927154140070113,-0.0015419932070258602,-0.4225802400242118,0.1712016258981311,-0.4922388605097264,-0.3376046509525882,-0.058171582683602896,0.19650782114327037,-0.2614284843083715,-0.3610979493945831,0.09617041743204902
2,0.3794050777269677,-0.43243819500660763,-0.2295636585329125,0.9752702609685713,-0.856508149317017,-0.05868181150690149,-0.1127015366350731,0.18323475331472439,-0.3738818192325627,0.10268524358597074,0.18938258662436622,-0.34153848487132615,0.007955409345932696,-0.29502065912576086,-0.4396516753317763,0.13436049131251152,0.0035863150526300874,-0.2829268968049934,-0.08116425293327194,-0.5907095009853902
3,0.24791108785585664,-0.522684729520439,-0.6884054616192057,0.8184477110839325,-0.6253164671525409,0.09052656439019668,-0.19869131226548398,-0.1051201243988583,0.46883700184301735,-0.07784479276033635,0.59281250906118,-0.4213564950090661,-0.550479328961598,-0.7730856844909435,0.34132150089258206,0.17460549276704831,-0.2691664733797642,-0.4613834245295526,0.21823111835548953,-0.3351952548696908
4,-0.14165354850940848,0.18404871978850773,-0.4588977488090908,0.7369918299491336,-0.7293181523302755,-0.07295237047366987,-0.30880449243325203,0.1676503349356251,-0.3251388753001729,-0.3657684106602457,-0.00899605121989877,-0.43795242965068715,-0.9088532963254741,-0.35443543127052113,0.2594473809526855,-0.5348620819382578,0.43023989836765786,-0.009813014537676551,-0.31315955842515253,0.041364705492066944
5,0.17367950717020703,0.48364334926566604,-0.9129453456241203,1.1933320726820098,-0.9991804702196292,0.013988119655310799,-0.010993594893472292,0.24635866482903884,-0.798148744694978,0.01917729043251193,-0.4525833705964367,-0.3754291687506491,-0.25357471644588414,-0.9316009003780569,0.1137314055694969,-0.5147254427582648,0.3097061897365903,0.06013329221984129,0.012300450312988293,0.11103163205622535
6,-0.293310816796805,-0.5331254147282795,-0.0704917222392635,0.9694238613868496,-0.22650087013568238,0.2884342401574293,-0.15797382321219164,0.12389885851832524,-0.24796902177456537,-0.5342676357001692,0.06069723755279183,-0.5633672776850456,-0.3081503574195546,-0.04748671133769222,0.20146168295723618,-0.25025768896574435,0.1609194989671114,-0.03368416586665625,-0.3746214435700208,-0.007605544680188953
7,0.2931219687123743,-0.3272365673821959,0.19616373822596112,0.8539912110862841,-0.6188122997249703,0.22562607744075916,-0.2740715937608966,0.2256324292202341,-0.17461731037096564,0.05578329877230055,0.03500526864170522,-0.3663761468567772,-0.17103800744676784,-0.8641074746278422,0.04879688484985688,-0.41854183511701426,0.2547553419011098,0.1863141702732438,-0.2031185473768637,0.06712242008456953
8,-0.20816402673126466,-0.854348036724365,-0.44908274766703665,0.8179949050004767,-0.5880985348634294,-0.013859322359865256,0.04722084576152097,0.055310458515885355,-0.007448100214141273,0.20872206924714637,0.10805170258609398,-0.41454240716835655,-0.4793769421911872,0.0836041647109122,0.36583085107033875,-0.18251135068916313,-0.16148044825686467,-0.22481981233435927,0.051500942630915175,-0.5293430565799883
9,-0.6219485975454421,-0.6027815185280907,-0.1369808443268571,0.8725568853731405,-0.15551773414053738,0.6541692662560538,-0.41541588154102704,0.20048177699285596,-0.7026575533238723,0.1431899079160764,0.5594821350103252,-0.1286929210189084,-0.1078376093274026,-0.3562517810474441,0.16677400015692356,-0.597919342093943,0.4020258116686183,-0.05143831577559292,-0.46817215364263287,-0.13956449437973364
